tweet_text,tweet_sentiment_value
thanks to aa for the upgrade today and getting me on a new flight after my first one was cancelled flightled!,2
"has the worst flight change policy. no mercy, no sympathy, such a bummer when you can't go to funerals or see friends bc of it.",0
what's done is done. not much you can do at this point. trip is already over.,0
basically you right now,1
"epicfail on connections in chicago today, extremely disappointed w unaccommodating customer service, rethinking loyalty neutral face",1
well i'm flying instead - for free! their credits actually work.,1
just messaged you. please have someone contact us immediately.,0
why can't have the capability to spread salt on a runway?!,0
"<>, was supposed to be in little rock at <> this morning.",0
boom.,1
"already spoke to that line, unwilling to help - really poor support hitawall",0
first ride on new <>-<> with new interior and in seat video. nice improvement! newplanesmell,2
no worries at all. yall have a good one!,2
"yes, thanks i found those, didn't see the gray tab at first goodemoticon",1
but seriously if my cats dead i'm going to be pissedvery thankful because it is evil and wants my soul,0
"not only on both legs did i have damaged seat, you damaged an expensive case and not offered anything. just an apology <> late flightr!",0
i've tried to be understanding and let you handle the situation but i guess i was wrong about that,0
over an hour on the phone the best you can tell me is it was sent maybe my bank misplaced it.,0
"my chariot tonight. from this angle it looks like a <>, no?",1
day has come where i was suppose to get my money back from you but my bank hasn't received anything but after,0
no i will be calling corporate!,0
cannot understand how you are part of oneworld all other member treat their customers fairly tcf oldplanes damageluggage,0
probs the worst customer service ever. replied to complaint i submitted <> weeks ago bout damaged bag. not even replacing it!,0
i cancelled flightled my ticket and is taking two months to refund and still waiting!,0
new marketing song? let us know what you think?,1
thanks! i hope we get movies. tv's were broke on the flight over,0
thanks for being entirely unhelpful and wasting hours of my time today,0
well we won't be flying you. rebooked on jetblue. with credits that actually work it was free!,0
check on what? our broken tablet! see attached picture. media filmcrew nbc cnn,0
originating at sfo and going to lax.,1
been calling all morning. still can't get through. i need to chge a flight that is this week!,0
you guys are the talk of the americans down here in ecuador! read this!,1
should prob give me a refund since they made me miss my flight waiting to talk to someone for <> hours.,0
i've tried. its anyway,1
"oh i did. all i received back was an email saying "" delays happen"". uh huh.",0
how do i place it on hold and complete payment? i don't see any way to do that from my reservations page.,0
bad weather happens. but not being able to get through to a reservations rep for over <> hours is just crazy. frustrated,0
flight get me out of chicago.,1
why are customer svc reps unable to handle calls. is there a <> cancelled flightlation policy? booked yesterday need to cancelled flight,0
bad weather is understandable but your own pilot said that over <> people called out and that zero bags are on the plane.,0
"yep, filed a claim at heathrow yesterday. we were promised a call this morning with an update, but got nothing.",0
why is does it seem to be impossible to contact anyone at your airline to get an item left on board a plane <> minute after deplane,0
you flew me into chi instead and i got a ride to mke. you said my bags would go to mke today. is it on the cancelled flightled flight tho?,0
stuck at gate miami to jfk flight <>. are we going to get out of here tonight? very frustrating,0
i understand they're busy and doing their best. my frustration is an automated call changing my flight wo allowing me to talk,0
help you said ud chnge our retrn flght since we missed our connection sat and now your not pickng up the phone. only hve <> hours left!,0
has been almost a month and still no response to my online complaintquestions. out <> because of it.,0
